PC1,PC2,Label
0.11023488589125038,2.6542031289387054,1
0.21322530065378878,0.5052253575418869,1
0.002204662230816653,2.850054111390439,1
0.00911826128149948,2.8878007816705273,1
0.11400567750184795,2.73599488793017,1
0.19652360456005,0.8953924917141624,1
-0.152515884007357,2.8974328384950216,1
0.6957968672721295,1.10789591904133,1
0.24326121734818154,0.36045842782961207,1
-0.022688117793579335,2.8629672759968927,1
0.39096196161950847,0.8957201318865172,1
0.0896468563898942,0.6497969906680221,1
0.14312173683884336,2.919258839077771,1
-0.09650520509443632,2.834248185361697,1
-0.18644660366245525,2.721433131305475,1
-0.004547107261473169,0.7719598625590055,1
0.4054194551008278,0.5736467241848159,1
0.010938672014282438,2.7419830139761405,1
0.10639448006591587,0.5657768742430855,1
0.08558424366870115,0.653176301939006,1
0.3200345151815057,0.7854736439449514,1
-0.03440443389496449,3.029592618611948,1
0.11084929583933857,3.027266675281681,1
-0.15230046594900645,2.63083994677201,1
0.25398864560914525,0.4087805776158791,1
-0.04676791130872922,3.0333655916776294,1
0.2037997171307596,2.8858174126179796,1
-0.09117386435023248,3.131694945731963,1
-0.04595847675500064,2.963109048814595,1
0.24896061358448365,0.6050249635898554,1
0.02159873468853489,2.929250689386614,1
0.3157786529916842,0.4838032036470295,1
0.30033644919018815,0.6056481238688726,1
0.15608631036464934,0.6943427465005105,1
0.034349960456873364,2.8699759716744695,1
-0.13958609386063675,2.791814136775601,1
0.4522285164416702,-0.14215415413663793,1
-0.03861572541375617,2.7671898780451873,1
0.13032111794048132,0.42834045969433854,1
0.04812231741400008,0.6219067083220511,1
0.07294390946056448,2.758338485330655,1
0.034223663714476917,2.935325779803636,1
0.30601430241751487,0.8055640662355656,1
0.0890602510355101,0.3496823452167146,1
0.2681792173050159,0.5705218058727569,1
0.24486016595267648,0.22190649859474804,1
-0.2710491992229523,2.9826913333142895,1
0.19751493156402725,0.6698503472488356,1
0.024545502787224237,2.9424178398193654,1
-0.1741846830205213,3.0316992118039114,1
0.07421093594558106,2.5182031935459146,1
-0.0955265789398417,3.034684482990696,1
0.009709971913923419,0.672181380335074,1
0.1599027388240682,0.5770375350169455,1
0.07438617166862622,2.623135175931955,1
0.3242373263470002,0.6508264575335222,1
0.009252388267802867,2.5410652401255214,1
0.3165804894993676,1.198178752168217,1
-0.09404078299528018,2.5656843765418134,1
-4.76896643673106,-0.07968652311313211,1
-4.415248177227975,1.877722657055,1
0.36094572369438443,-1.242819291594186,1
-5.478600415806384,0.14268123797383706,1
-4.219084609454742,1.9808016442602274,1
-5.177010128814685,1.3648380321386147,1
-4.523410054459934,1.8756543311161478,1
-4.740766392496781,-0.00020028037417203453,1
-5.202721582565611,0.21307028648241258,1
-4.745550273052098,1.3098134094997036,1
-4.849744028785696,-0.009662393016701834,1
-4.980134364164515,1.9221445540541198,1
-5.4993742939572625,0.1423223533962754,1
-5.4539003391277685,0.0040134432577998815,1
-5.257517280514035,0.11101209097975416,1
-4.784937835538212,0.1084265550717159,1
-4.9867744541726875,-0.28217638611734663,1
-2.360113014732275,1.3322383148849197,1
-4.769046053228488,0.013643891098464237,1
-4.755714808972609,-0.10576010397025762,1
-5.438904192680936,0.28835753796427577,1
-5.284784649410249,1.9403424977588695,1
-5.344252465944522,0.06089077819135432,1
-4.409103677035075,1.7771381131154194,1
-4.4502034064899725,1.7214666855220344,1
-5.452039063379971,0.05576048475627809,1
-4.900906965782935,0.028180099143267103,1
-2.2907749672608237,1.2969603523839848,1
-5.350689306723256,0.2776470069841151,1
-5.365664633862513,0.16000177352755732,1
-4.362394102602676,1.7882941106362795,1
-4.690968008752924,0.021897444244030465,1
-5.405472949987785,0.07619972191717049,1
-4.730826512322369,0.034381158445636176,1
-5.4304117933511655,-0.33405601715591854,1
-4.4602992985885335,1.926916479104222,1
-5.273116195408651,-0.0297087002391315,1
-5.489357394391506,0.00815753861684109,1
-3.668715170031327,-1.643806946265891,1
-5.429652935471527,0.19750057314564762,1
-1.4812620908848175,-1.4802351981872046,1
-4.757775329782229,-0.014562305574872057,1
-5.0285231596555615,0.3479294292669697,1
-5.382598273054894,0.14464529373865806,1
-5.445759524085667,0.1322359291190489,1
-4.670377096786154,-0.17033870748764726,1
-2.022762516460645,-0.45336716473188704,1
-5.32339586290944,0.011712544906491656,1
-4.4450201751801615,1.985020442536813,1
-5.290968194004045,-0.052347036344882074,1
-4.990404381963713,1.9086658081770715,1
-5.49786290503297,0.13259881092522668,1
-5.047641633798588,1.9351748349443054,1
-1.8789074563307069,-1.3592376081128643,1
-2.3117708361640137,1.3112185056808185,1
-4.366850659085377,1.7443123473977815,1
-4.895203227421922,-0.5005604408904314,1
-4.760250204725687,-0.004494523996458922,1
-3.420756953712598,1.8398285738752127,1
-5.371553854470907,0.2273120535491412,1
2.0175118661152593,-4.407812056768995,1
2.0932179186067827,-4.301745493313549,1
2.037150080382638,-4.417942415850069,1
0.877187283688919,-2.5357024448712178,1
2.4204569111589724,-2.2722433069264465,1
2.009260002944572,-4.3578471921190145,1
2.2585306760722665,-1.7100455278747995,1
0.8616734317478754,-2.6726592521178145,1
1.742210892210356,-4.0823978193851955,1
2.34087585577386,-0.6379099858282385,1
3.241600534378069,-2.135479717049826,1
3.8572586684688837,0.013574727894815966,1
3.122901938195998,-1.8485077018172906,1
2.027390565745119,-1.1971949800162598,1
1.926369505135024,-3.9123030452217713,1
2.188803938014248,-1.678150375606587,1
2.1294729771605367,-1.4721173671494934,1
1.3576841500887753,-3.3775286951349512,1
0.8636380424255858,-2.507268586831111,1
2.3258193872071042,-2.2932300103788514,1
0.8469622626425765,-2.63946630616366,1
0.8136819290068071,-2.637366295215439,1
1.9532206194516293,-4.115267997780059,1
2.294964264129838,-1.5692713774657252,1
0.9076890418121418,-2.50380952581393,1
1.9492247927595239,-4.025854970026354,1
0.9289132619406761,-2.4563778133038303,1
1.893493138773381,-1.2242195844404298,1
1.7912228957825658,-4.3678139482869724,1
3.8368590000864646,-0.23633805785199036,1
1.0691530965453206,-2.9836571860976986,1
0.8848063464861248,-2.5258303489202576,1
2.0505830759838615,-3.9287032752560584,1
0.8976823058557815,-2.590941538912049,1
2.249246566322568,-1.9067328557822425,1
0.7744985540784899,-2.165511659468561,1
0.8658217673598394,-2.8162641963639965,1
1.9112388174959263,-3.9220205374401296,1
2.1916609528227102,-2.1329899434602893,1
2.178442322943315,-1.665023779953387,1
2.0817959624288536,-1.698119132674085,1
3.34875931745942,-2.1674027167829033,1
2.41701109808532,-2.2471656285316057,1
1.8745985967769514,-4.324466727134912,1
0.9014959242360964,-2.727448231462782,1
0.8864349707365157,-2.3299714247578223,1
2.2297847291348947,-0.17745721857930224,1
2.042312023019938,-4.358166501833302,1
0.9594331427701657,-2.9051331363918265,1
1.9828717137017433,-1.3671750459076497,1
1.0576474366316617,-3.048604936963324,1
0.8645815450313554,-2.5658926088758998,1
2.0664298260740632,-4.251937594971841,1
2.631456842681965,-2.570266046573827,1
2.755538312663069,-1.3078824155681077,1
1.1360071131250353,-3.0419437834905945,1
1.9879975002355526,-4.186720931518621,1
2.0985454638125107,-1.7027559620587722,1
2.041569918313732,-4.167592092801928,1
0.7914729036872661,-2.4543563737073195,1
1.678158875598063,2.34964037279598,1
1.1560933544931598,1.691827714333966,1
1.3231088944803742,2.0732078994043204,1
1.6693406124074668,2.534589517750242,1
1.5260098650980731,2.537855877387762,1
1.398072196724682,2.4546840321899475,1
1.1294704545220147,2.6973555884333638,1
1.8277599282207582,1.8483441478478828,1
1.3354774704098615,2.5152443147237347,1
1.2571425923397805,2.847919664098623,1
1.7213884500949095,2.3540068066783806,1
1.4526032365899924,2.4183580244967127,1
1.435958747561848,1.9926696749406123,1
1.4406180116601364,2.421405878166954,1
4.066213127064951,-1.1648069342299827,1
1.1314541927540671,2.5365668711529445,1
1.397120644514356,2.549213470694773,1
1.1852806470038164,2.1990952080666633,1
0.451356137139841,1.9901578248375846,1
1.3544819529158676,1.7387221291137656,1
1.124910740633832,2.8092550462077917,1
1.7237630090866203,2.3762265247051797,1
3.3842758782956976,-0.8960096235683288,1
1.577623364897846,1.3705176389095228,1
1.1095695283451457,2.49338275816751,1
1.1696878990362332,1.5766437601894425,1
1.0105244025539701,2.723602303438333,1
