Pose,Image_Name,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle,angle_for_ardhaChandrasana1,angle_for_ardhaChandrasana2,hand_angle,left_hip_angle,right_hip_angle,neck_angle_uk,left_wrist_angle_bk,right_wrist_angle_bk,Label
UtkataKonasana,UK_15.jpeg,92.33730585912382,274.73907231851297,90.14998860898748,90.14998860898748,230.40379136024976,129.5747736315797,260.51165397263765,99.7613557461236,169.8621961469149,103.886254858939,253.64562722723244,313.36342295838324,109.1252260207871,248.1102242028333,1
UtkataKonasana,UK_16.jpeg,92.18164140355148,255.658762867922,38.80738237595242,57.33734898824109,215.5376777919744,95.14092521882723,289.1071251964957,71.17180073369192,115.89639614696448,138.17983011986425,274.6370134696334,305.55318968930675,121.23024660813192,266.1133584844224,1
UtkataKonasana,UK_17.jpg,141.11250643244523,213.18117505638605,28.543499016134064,21.65307094172441,268.6147202780167,97.5987811442406,274.74681089234554,86.34488154905115,71.58451967089654,88.11803668301069,269.6628046020943,301.8015428634844,58.36983378723898,294.2736472745435,1
UtkataKonasana,UK_18.jpeg,307.4605548604907,49.53314964366681,30.335538511588897,31.72765499300352,251.6943868028008,103.54793898800052,264.4013257875117,97.79795662840908,84.33874022340437,86.82016988013578,268.3028438103997,308.3674853848616,154.07689147892657,199.29498253170456,1
UtkataKonasana,UK_19.jpeg,102.70820440274753,252.94303442338293,104.64913364225232,105.7247457227474,255.0089152782013,97.4314079711725,261.60164616282617,97.77007975268444,189.8551452797327,92.97146512849528,270.6986943829835,315.0,110.46862884105704,248.15149036024755,1
UtkataKonasana,UK_2.jpeg,82.09324055912674,271.5028367607592,85.91181128537907,92.14789840084364,261.1758613238315,99.95967550081306,272.8921328557775,86.10757075032444,169.6425082578732,98.52911360791964,265.4104961796647,303.17821720464985,119.28486337989752,243.1460151877256,1
UtkataKonasana,UK_20.png,96.8338560339992,264.1845715352752,70.90304957134734,68.07869484886066,249.2525567398148,104.74962573384312,267.4464182109523,92.6641280366026,138.65845004397835,98.13010235415598,266.9819137846206,314.41261580123125,101.17465511549015,257.7653681416616,1
UtkataKonasana,UK_21.jpeg,210.0237754958844,148.76604305244945,6.540188238146811,5.335105740655737,253.27398620892305,103.2405199151872,262.5100473153676,96.37499543315002,50.23848563070354,94.7187239648413,263.8844964337146,319.0764044994026,217.0584474531181,161.565051177078,1
UtkataKonasana,UK_22.jpg,170.06122415733873,194.7739166053587,20.9553307866127,21.102668922438184,227.96492272252132,123.46812864369215,265.7818383493209,92.4889945080942,69.60850280451449,109.4400348281762,257.9189334780885,345.72452711011994,48.58844938547497,313.21018317597134,1
UtkataKonasana,UK_23.jpg,102.75335658880503,261.0286597166447,93.52766682225564,91.34432651910664,198.423056797457,161.04742480514813,296.85171798919305,64.287282355703,172.73406932651685,136.45442893874215,215.97749229709,308.7905450387217,122.37072378417795,229.7219524769128,1
UtkataKonasana,UK_24.jpeg,304.3577897532945,57.48808576894852,39.14687101110716,38.503201671582815,259.5669999825846,101.47124841936817,268.5613320019766,90.51395290730784,96.51980175165698,100.87551103111252,259.4356821050027,352.8749836510982,157.20999004217168,203.69138728290025,1
UtkataKonasana,UK_25.jpeg,92.56104352896038,265.16559369373675,94.1375935841441,99.01932243138168,252.65478512936755,100.06068979532296,273.0257635609229,85.99748934835574,177.70938995736148,99.36844608310584,268.069412558833,314.95189272372045,117.2430760878293,244.5787652580638,1
UtkataKonasana,UK_26.jpeg,49.35862904105119,322.62203577105254,40.62959351305884,44.61174799825753,303.6068291639401,56.88006741582293,286.4715298155554,76.19066932399232,98.130102354156,82.30139453491536,274.69261785204986,313.3153156821037,107.75635034065408,245.5413389109965,1
UtkataKonasana,UK_28.jpg,97.64902775349252,268.66976791625984,50.99149737508332,48.2612129912335,244.74577810438063,110.6922265921187,271.59520160122514,88.34679057119452,110.322986343838,105.92744677338736,259.6457750208678,307.1367537710792,96.00111974112896,264.8360650729442,1
UtkataKonasana,UK_29.jpg,113.99225777145472,254.3758392899093,167.445645331643,162.12012905645278,253.7261306653044,106.82431668216016,272.14090877272344,87.55606789636057,285.2721089688654,103.65606078356338,253.62120917103812,314.9274785670913,149.9267343142152,211.38812764344007,1
UtkataKonasana,UK_3.png,87.97430562187733,273.89370755509714,88.09293025468607,85.04972776570825,246.28313673430992,113.7448787046295,268.8542371618249,90.50960594726143,166.67546873810923,104.3956416608597,255.1455445527344,308.6598082540901,112.0156887581562,248.7938858782039,1
UtkataKonasana,UK_30.jpg,102.9504684114466,260.2724214485984,105.13408850810076,104.6973192795119,279.9917578937454,99.34467190209968,291.5261961525589,67.4209666243978,190.534508006504,96.80988690343784,256.53479190518834,301.6593477513956,133.6464170675107,226.30634963970667,1
UtkataKonasana,UK_31.jpeg,99.4623222080256,261.55680907082336,96.8985519965606,90.23041073989074,244.49717159942008,119.67443230512494,274.06120333903687,86.35700718503456,174.2045691758836,102.57175001290636,250.21379301870448,307.6185136562982,112.26579597955426,241.88411704160896,1
UtkataKonasana,UK_32.png,197.4972512543528,166.58865701739887,208.3685622723864,199.29733081562932,86.33784474386677,268.7536242008432,92.54037720804465,268.3579899741452,91.0722557042749,274.789260572755,88.1770704850742,44.76252230692421,230.9677288721629,130.699166742053,1
UtkataKonasana,UK_33.jpg,166.55655254960843,185.71059313749964,165.9907164305187,173.93720642759624,256.4992737099871,105.15941314700277,266.9216456359593,93.06058829511394,293.56539587058194,100.84785255339668,260.99710620381285,316.0809241866607,134.27963838404747,225.7730901342617,1
UtkataKonasana,UK_34.jpg,306.127999519701,50.43485860921159,34.91334415610354,37.49040529367796,235.3443646866193,131.3313968501657,277.00856208378525,82.18371302109422,93.97586595032504,109.64054270003597,246.4442962261131,310.924735125856,159.0160889460323,204.91466953247144,1
UtkataKonasana,UK_35.jpg,85.3968615017486,275.6528617679519,85.27553272013215,87.18536466236456,244.2285910324694,117.54135618286264,277.2077408240005,82.58886078791036,164.58073233442488,108.35879588566556,253.64371127667255,311.9769473006761,119.21206330920717,243.30166409642683,1
UtkataKonasana,UK_36.jpeg,282.34919770340446,45.0,317.5261169116196,14.931417178137554,269.1756571791549,76.15930450834438,258.3873941790381,100.87544101921142,27.34987578006987,86.50831530097953,293.0615195322936,288.5143058075142,178.7609714841265,219.3183514316537,1
UtkataKonasana,UK_37.jpg,96.06670561524308,262.3848941462022,88.05799897059242,84.00207287768062,262.5828189595461,115.267310500339,292.2926097218811,68.35530545799247,163.84136614557931,101.60924289127064,242.176977663239,313.3997280598162,118.7474403352764,234.63870267511984,1
UtkataKonasana,UK_38.jpg,87.70411609651758,278.36075902554177,77.63167412050659,77.36844108562147,222.71142110253805,120.63587312219109,283.4304264515804,78.28805404107104,151.22123854148273,115.99487600440312,244.16665527256055,313.2045044634635,112.83937097289028,238.70827085097588,1
UtkataKonasana,UK_39.jpg,147.75861183712905,213.28589544618265,93.52964244898747,98.77175288563188,229.6051771641412,133.44123405636844,251.76548537024928,105.80038904151364,177.0934627946904,104.14169468153833,263.54236465383224,308.2702540433202,91.68557951640716,274.48404985203206,1
UtkataKonasana,UK_4.jpg,232.2266442070664,125.99404022943364,274.57741993017913,271.17862870474204,115.9610895192108,247.3171960179603,82.36968261405508,277.9289297862543,196.70821505820643,252.8738481924785,99.85063542830372,53.74452616480893,254.4868306521714,101.96421166226769,1
UtkataKonasana,UK_40.jpeg,322.12066177317536,32.59935011740996,12.662675497196185,31.13545040806038,257.681611172873,94.00769099999827,265.33212474948243,93.45596237541812,72.76309805803382,95.10595807752422,270.4492782460756,309.18056239311426,157.21513564424592,215.81149414925267,1
UtkataKonasana,UK_41.png,112.65650688261852,258.93422419942283,112.34292873398115,100.42071239679456,276.2619570424414,161.35594342114737,295.86405898862097,60.90490170218936,195.51614550542325,98.76860582581482,215.4691217020313,278.130102354156,142.40384823391798,216.80558408145308,1
